prompt_name,question,avg_time,std_time,avg_readability,readability_interpretation,avg_word_count,word_count_compliance,successful_runs,sample_responses,all_responses,category,test_config
optimized_structured,How are you feeling today?,8.32466228802999,2.360148570897129,75.69304093567253,Fairly Easy (7th grade),18.11111111111111,100.0,3,"[""I'm feeling alright, thank you. Just taking things easy and getting a few small tasks done around the house."", ""I'm quite steady today. Had a calm morning, focusing on some gentle planning for the week ahead, so that's fine."", ""I'm doing okay. The day is progressing smoothly, and I'm just appreciating the quiet moments as they come.""]","[[""I'm feeling alright, thank you. Just taking things easy and getting a few small tasks done around the house."", ""I'm quite steady today. Had a calm morning, focusing on some gentle planning for the week ahead, so that's fine."", ""I'm doing okay. The day is progressing smoothly, and I'm just appreciating the quiet moments as they come.""], [""I'm feeling quite steady today. Just focusing on what needs to be done and finding a calm pace."", ""I'm doing okay, thank you for asking. Nothing particularly noteworthy, just taking things as they come."", ""Today, I'm feeling quite balanced. I'm taking the time to manage my routine and prepare for the week.""], [""Alhamdulillah, I'm feeling quite steady today. Just taking things one moment at a time, you know?"", ""I'm feeling alright, thank you. Had a regular morning, and now just organizing a few things around the house."", ""I'm feeling calm, thank you for asking. Just reflecting on the day ahead and what needs to be done.""]]",optimized,Sarah Ahmed_Family & Friends
optimized_example_driven,How are you feeling today?,5.523727973302205,0.3989263718091648,65.41576479076481,Standard (8-9th grade),9.11111111111111,0.0,3,"[""I'm feeling alright today, no complaints."", 'Just getting through the day. Nothing out of the ordinary.', ""Today is fine. I'm just focusing on calm moments.""]","[[""I'm feeling alright today, no complaints."", 'Just getting through the day. Nothing out of the ordinary.', ""Today is fine. I'm just focusing on calm moments.""], [""Alhamdulillah, I'm feeling quite steady today. Just a regular pace."", ""I'm doing fine, thank you. No complaints, just navigating the day."", 'Feeling alright, thank you for checking in. Things are just as they should be.'], [""Alhamdulillah, I'm doing alright today."", ""I'm doing fine. Just a calm, regular day."", 'Feeling okay, nothing out of the ordinary to report.']]",optimized,Sarah Ahmed_Family & Friends
optimized_minimal,How are you feeling today?,5.601776758829753,1.2902418262631323,57.14619047619049,Fairly Difficult (10-12th),6.777777777777778,0.0,3,"[""I'm maintaining a consistent state."", 'The day is progressing as expected.', 'Everything remains steady, without notable change.']","[[""I'm maintaining a consistent state."", 'The day is progressing as expected.', 'Everything remains steady, without notable change.'], ['I am here, and the day is progressing.', 'No particular emotions are present right now.', 'Just experiencing the moments as they unfold.'], [""I am well, managing the day's tasks."", 'Physically, I am stable; mentally, quite calm.', 'The day proceeds as expected. I am present.']]",optimized,Sarah Ahmed_Family & Friends
original_basic,Do you need any help with that?,8.464394410451254,2.0067022976286117,85.47611111111114,Easy (6th grade),6.888888888888889,0.0,3,"[""Thanks for offering; I'm managing it for now."", ""I'll let you know if I need a hand."", 'No help needed at the moment, thank you.']","[[""Thanks for offering; I'm managing it for now."", ""I'll let you know if I need a hand."", 'No help needed at the moment, thank you.'], [""I'll let you know if I need assistance."", 'I have it under control.', 'Let me assess the situation first.'], ['Yes, that would be helpful.', ""I'm managing well, thank you."", 'Not right now, but I appreciate the offer.']]",original,Sarah Ahmed_Family & Friends
original_organized,Do you need any help with that?,8.430316050847372,2.2441007906741017,104.54253302253306,Very Easy (5th grade),8.0,0.0,3,"['Yes, help would be useful.', ""I'm handling it for now."", ""I'll let you know if things change.""]","[['Yes, help would be useful.', ""I'm handling it for now."", ""I'll let you know if things change.""], ['Yes, that would be helpful.', ""No, I'm fine, thank you."", ""I'm managing for now; I'll let you know if I need a hand.""], [""That's kind of you to ask. I'm managing for now, thank you."", ""I'll let you know if I do, thanks!"", ""Not at the moment, but good to know you're on standby! 😉""]]",original,Sarah Ahmed_Family & Friends
original_strict,Do you need any help with that?,5.398205041885376,1.3021022591849571,90.4245093795094,Very Easy (5th grade),9.11111111111111,0.0,3,"['I can manage it, thank you for asking.', ""I'm all right for now, I appreciate the offer."", ""I'll let you know if I need a hand with that.""]","[['I can manage it, thank you for asking.', ""I'm all right for now, I appreciate the offer."", ""I'll let you know if I need a hand with that.""], [""That's kind of you to offer, I'm managing fine for now."", ""I'm alright at the moment, thank you for checking in."", 'No help is needed right now, but I appreciate the offer.'], ['Yes, that would be helpful, thank you.', ""I'm managing fine for now, thank you."", ""I'll let you know if I need assistance.""]]",original,Sarah Ahmed_Family & Friends
optimized_concise,Do you need any help with that?,7.332018295923869,1.0630741248035025,88.03599678099681,Easy (6th grade),12.555555555555555,44.44444444444444,3,"['Yes, a bit of help would be useful. Thank you for offering.', ""I'm fine for now, but I appreciate you asking. I'll manage."", ""Let me try for a moment first. If I need a hand, I'll definitely ask.""]","[['Yes, a bit of help would be useful. Thank you for offering.', ""I'm fine for now, but I appreciate you asking. I'll manage."", ""Let me try for a moment first. If I need a hand, I'll definitely ask.""], ['Yes, that would be helpful, thank you.', ""I'm managing for now, but I'll let you know if I need assistance."", ""Perhaps, depending on what you're able to help with.""], [""Thank you for offering. I'm managing it for now, but I appreciate you checking in."", 'Yes, that would be very helpful. I could use a hand with this, thank you.', ""I'll let you know if I do. I'm just assessing things at the moment. Thank you.""]]",optimized,Sarah Ahmed_Family & Friends
optimized_structured,Do you need any help with that?,5.866745154062907,1.5915867553418772,81.48484430223564,Easy (6th grade),21.11111111111111,100.0,3,"[""Thank you for offering. I'm managing it well right now, but I'll certainly let you know if I hit a snag."", ""That's very thoughtful of you. I'm good for now, but I appreciate you asking if I needed anything."", ""I appreciate the offer. I have a plan for this, but I'll reach out if I could use a second set of hands.""]","[[""Thank you for offering. I'm managing it well right now, but I'll certainly let you know if I hit a snag."", ""That's very thoughtful of you. I'm good for now, but I appreciate you asking if I needed anything."", ""I appreciate the offer. I have a plan for this, but I'll reach out if I could use a second set of hands.""], [""That's kind of you. For now, I'm managing well, but I'll absolutely let you know if I need an extra hand with anything."", ""Thank you for offering. I think I'm fine at the moment, but I'll definitely reach out if I hit a tricky part."", ""I appreciate your thoughtfulness. I have a plan for this, but I'll certainly ask for help if needed.""], [""Thank you for asking. I'm handling it, but I might need an extra hand with a small detail later. I'll let you know."", ""That's very thoughtful. I believe I have it sorted for now, but I'll certainly reach out if things become more complex."", ""I appreciate the offer. I'm making progress, so I'll continue for a bit. If I find myself needing assistance, I'll ask.""]]",optimized,Sarah Ahmed_Family & Friends
optimized_example_driven,Do you need any help with that?,6.141963481903076,1.9962317247598123,88.46790404040406,Easy (6th grade),10.222222222222221,0.0,3,"[""I appreciate the offer. I'm currently managing it."", ""Not at this moment, thank you. I'll let you know."", 'I think I have it covered for now. Thank you for asking.']","[[""I appreciate the offer. I'm currently managing it."", ""Not at this moment, thank you. I'll let you know."", 'I think I have it covered for now. Thank you for asking.'], [""Thank you for asking. I'm working through it."", ""That's kind of you to offer. I'll see how it goes."", 'I appreciate the thought. I seem to be doing alright.'], [""Thank you, I appreciate the offer. I'm managing it for now."", ""It's kind of you to ask. I'll let you know if I do."", ""That's thoughtful. I have it covered at the moment.""]]",optimized,Sarah Ahmed_Family & Friends
optimized_minimal,Do you need any help with that?,3.685279687245687,0.9682862585702139,78.91325396825398,Fairly Easy (7th grade),7.555555555555555,0.0,3,"['I am managing it myself.', 'It is currently under control.', 'I will let you know if needed.']","[['I am managing it myself.', 'It is currently under control.', 'I will let you know if needed.'], ['I am managing it for now, thank you.', 'I will let you know if assistance is needed.', 'I believe I have it handled at this moment.'], ['Thank you for asking; I am managing it.', 'I believe I have it under control currently.', 'I will let you know if assistance is needed.']]",optimized,Sarah Ahmed_Family & Friends
original_basic,Can we schedule a follow-up appointment?,6.814374128977458,1.4601966243931854,85.6830158730159,Easy (6th grade),8.777777777777779,0.0,3,"[""Yes, let's check the calendar for a suitable time."", 'Sure, when are you thinking we should schedule it?', 'Okay, we can plan that. What days work best?']","[[""Yes, let's check the calendar for a suitable time."", 'Sure, when are you thinking we should schedule it?', 'Okay, we can plan that. What days work best?'], [""Sure, let's find a time for that appointment."", 'Okay, we can get that scheduled. When works for you?', ""Right, let's sort out the follow-up. What days are open?""], ['Yes, I can schedule that. What times are available?', 'Please provide some possible times for the follow-up.', ""Understood. I'm ready to confirm a time.""]]",original,Sarah Ahmed_Family & Friends
original_organized,Can we schedule a follow-up appointment?,8.57888412475586,1.645322535302496,75.02031440781442,Fairly Easy (7th grade),10.222222222222221,0.0,3,"['Yes, I can schedule a follow-up.', ""Let's discuss possible times for the appointment."", 'I am ready to arrange the follow-up appointment.']","[['Yes, I can schedule a follow-up.', ""Let's discuss possible times for the appointment."", 'I am ready to arrange the follow-up appointment.'], [""Yes, let's schedule it. What times are available?"", ""I'm ready to schedule a follow-up. Please let me know your openings."", ""Let's find a time for the follow-up. What dates work on your end?""], [""Yes, let's schedule that. I'll check my calendar and let you know."", 'Sounds good. My husband has my schedule, so he can help find a time.', ""Okay, we can plan that. I'll review my availability for the follow-up.""]]",original,Sarah Ahmed_Family & Friends
original_strict,Can we schedule a follow-up appointment?,7.7454423904418945,0.8600045292816881,73.04837301587303,Fairly Easy (7th grade),11.11111111111111,11.11111111111111,3,"['Yes, we can definitely find a time to schedule that follow-up soon.', ""I'm open to scheduling that. Please suggest a good time for us."", ""Sure, let's schedule that follow-up whenever you're free.""]","[['Yes, we can definitely find a time to schedule that follow-up soon.', ""I'm open to scheduling that. Please suggest a good time for us."", ""Sure, let's schedule that follow-up whenever you're free.""], [""We can look at my diary for that follow-up. Let's find a suitable time soon."", ""Yes, let's plan to schedule that follow-up. We can discuss dates whenever works best."", ""I'm ready to schedule the follow-up appointment. We can coordinate when convenient.""], [""Yes, let's find a good time for that follow-up."", 'What times are open for the follow-up appointment?', ""I'm ready to schedule; please let me know the options.""]]",original,Sarah Ahmed_Family & Friends
optimized_concise,Can we schedule a follow-up appointment?,6.006061395009358,0.04754977231097838,89.7640406815407,Easy (6th grade),12.777777777777779,11.11111111111111,3,"[""Let's check my calendar. What days work best for you this week?"", ""We can certainly arrange that. Please share your availability, and I'll find a time."", ""Yes, let's get that sorted. Could you send over a few date and time options?""]","[[""Let's check my calendar. What days work best for you this week?"", ""We can certainly arrange that. Please share your availability, and I'll find a time."", ""Yes, let's get that sorted. Could you send over a few date and time options?""], [""Yes, we can schedule that. Let's find a suitable time soon."", ""I'm open to it. Please let me know what days work best for you."", ""We can look at my diary later to see when I'm available.""], [""Yes, we can. I'll need to check my calendar for suitable times."", ""Let's find a convenient time. We can look at the calendar together."", 'We can arrange that. Please let me know what dates work for you.']]",optimized,Sarah Ahmed_Family & Friends
optimized_structured,Can we schedule a follow-up appointment?,4.538189013799031,0.13344742101039783,83.92795948203845,Easy (6th grade),17.88888888888889,100.0,3,"[""Yes, we can. I'll need to check my calendar to find a suitable day and time that works for us both."", ""Sure, we can schedule that. Let me know what specific dates or times you were considering, and I'll confirm."", ""Of course, we can plan that. I'll review my availability and we can then coordinate a convenient slot.""]","[[""Yes, we can. I'll need to check my calendar to find a suitable day and time that works for us both."", ""Sure, we can schedule that. Let me know what specific dates or times you were considering, and I'll confirm."", ""Of course, we can plan that. I'll review my availability and we can then coordinate a convenient slot.""], ['Sure, let me check my calendar for the coming days. What day and time works best for you to meet?', ""Yes, we can arrange that. I'll look at my schedule and let you know my availability very soon."", ""Of course. We can find a suitable time for that. I'll be in touch to coordinate a good day.""], [""Yes, we can. I'll check my calendar and let you know some times that work."", 'Of course. Let me review my schedule and I will suggest a few dates soon.', ""Certainly. I'll look at my availability and get back to you to find a suitable time.""]]",optimized,Sarah Ahmed_Family & Friends
optimized_example_driven,Can we schedule a follow-up appointment?,3.6858603159586587,0.39232062982379357,70.42434343434346,Fairly Easy (7th grade),8.0,0.0,3,"['Yes, we can find a time that works.', ""Let's check our calendars for availability."", ""Sure, I'm open to scheduling something.""]","[['Yes, we can find a time that works.', ""Let's check our calendars for availability."", ""Sure, I'm open to scheduling something.""], ['Yes, we can. Let me check my availability.', ""I'm open to scheduling that. When works for you?"", 'Sure, we can arrange a time.'], ['Okay. Let me check my calendar for availability.', 'Yes, we can arrange that. What day and time suits you?', 'Let me know your availability, and we can schedule it.']]",optimized,Sarah Ahmed_Family & Friends
optimized_minimal,Can we schedule a follow-up appointment?,3.0375236670176187,0.7559138917170067,79.92325396825399,Fairly Easy (7th grade),7.666666666666667,0.0,3,"['We can look at the calendar for a suitable time.', ""Let's find a time that works for both of us."", 'I can check my availability for a follow-up.']","[['We can look at the calendar for a suitable time.', ""Let's find a time that works for both of us."", 'I can check my availability for a follow-up.'], ['Yes, we can schedule that.', 'I will check my availability for a good time.', ""Let's find a suitable date soon.""], ['We can discuss available times soon.', 'Let me check my schedule for that.', 'I am open to finding a suitable time.']]",optimized,Sarah Ahmed_Family & Friends
original_basic,What would you like for lunch?,6.484366099039714,1.8708875805870389,91.48555555555558,Very Easy (5th grade),5.444444444444445,0.0,3,"['Maybe some lentil soup.', 'What options are there today?', 'Something light would be good.']","[['Maybe some lentil soup.', 'What options are there today?', 'Something light would be good.'], ['Something light would be good.', 'A simple sandwich or soup?', 'What are the choices today?'], ['Here are a few options for you, Sara:', 'A light meal would be good.', 'What are the options for today?']]",original,Sarah Ahmed_Family & Friends
original_organized,What would you like for lunch?,8.906222105026245,0.0,72.29809523809527,Fairly Easy (7th grade),6.333333333333333,0.0,1,"['Perhaps a light lentil soup.', 'A simple sandwich or a fresh salad.', ""I'm open to suggestions for something easy.""]","[['Perhaps a light lentil soup.', 'A simple sandwich or a fresh salad.', ""I'm open to suggestions for something easy.""]]",original,Sarah Ahmed_Family & Friends
original_strict,What would you like for lunch?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],original,Sarah Ahmed_Family & Friends
optimized_concise,What would you like for lunch?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Sarah Ahmed_Family & Friends
optimized_structured,What would you like for lunch?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Sarah Ahmed_Family & Friends
optimized_example_driven,What would you like for lunch?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Sarah Ahmed_Family & Friends
optimized_minimal,What would you like for lunch?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Sarah Ahmed_Family & Friends
original_basic,Are you comfortable with the current medication?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],original,Sarah Ahmed_Family & Friends
original_organized,Are you comfortable with the current medication?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],original,Sarah Ahmed_Family & Friends
original_strict,Are you comfortable with the current medication?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],original,Sarah Ahmed_Family & Friends
optimized_concise,Are you comfortable with the current medication?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Sarah Ahmed_Family & Friends
optimized_structured,Are you comfortable with the current medication?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Sarah Ahmed_Family & Friends
optimized_example_driven,Are you comfortable with the current medication?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Sarah Ahmed_Family & Friends
optimized_minimal,Are you comfortable with the current medication?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Sarah Ahmed_Family & Friends
original_basic,How are you feeling today?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],original,Leonardo Carrey_Work
original_organized,How are you feeling today?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],original,Leonardo Carrey_Work
original_strict,How are you feeling today?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],original,Leonardo Carrey_Work
optimized_concise,How are you feeling today?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Leonardo Carrey_Work
optimized_structured,How are you feeling today?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Leonardo Carrey_Work
optimized_example_driven,How are you feeling today?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Leonardo Carrey_Work
optimized_minimal,How are you feeling today?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Leonardo Carrey_Work
original_basic,Do you need any help with that?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],original,Leonardo Carrey_Work
original_organized,Do you need any help with that?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],original,Leonardo Carrey_Work
original_strict,Do you need any help with that?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],original,Leonardo Carrey_Work
optimized_concise,Do you need any help with that?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Leonardo Carrey_Work
optimized_structured,Do you need any help with that?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Leonardo Carrey_Work
optimized_example_driven,Do you need any help with that?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Leonardo Carrey_Work
optimized_minimal,Do you need any help with that?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Leonardo Carrey_Work
original_basic,Can we schedule a follow-up appointment?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],original,Leonardo Carrey_Work
original_organized,Can we schedule a follow-up appointment?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],original,Leonardo Carrey_Work
original_strict,Can we schedule a follow-up appointment?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],original,Leonardo Carrey_Work
optimized_concise,Can we schedule a follow-up appointment?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Leonardo Carrey_Work
optimized_structured,Can we schedule a follow-up appointment?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Leonardo Carrey_Work
optimized_example_driven,Can we schedule a follow-up appointment?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Leonardo Carrey_Work
optimized_minimal,Can we schedule a follow-up appointment?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Leonardo Carrey_Work
original_basic,What would you like for lunch?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],original,Leonardo Carrey_Work
original_organized,What would you like for lunch?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],original,Leonardo Carrey_Work
original_strict,What would you like for lunch?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],original,Leonardo Carrey_Work
optimized_concise,What would you like for lunch?,0.0,0.0,0.0,N/A,0.0,0.0,0,[],[],optimized,Leonardo Carrey_Work
optimized_structured,What would you like for lunch?,6.957351326942444,1.2402335405349731,59.78464414713255,Fairly Difficult (10-12th),17.0,83.33333333333334,2,"['Please list the available lunch options. I will review them and make my choice shortly after.', 'A simple, standard meal would be sufficient. Nothing too elaborate or time-consuming for preparation.', 'I have no strong preference at this moment. Whatever is most convenient for everyone else will be fine.']","[['Please list the available lunch options. I will review them and make my choice shortly after.', 'A simple, standard meal would be sufficient. Nothing too elaborate or time-consuming for preparation.', 'I have no strong preference at this moment. Whatever is most convenient for everyone else will be fine.'], ['A sandwich or a light salad would be efficient. I prefer something quick, allowing more focus on current tasks.', ""I don't have a strong preference today. Whatever is available and doesn't require much fuss will work."", 'Perhaps something straightforward, like a basic wrap or a small soup. Nothing too elaborate or time-consuming is necessary.']]",optimized,Leonardo Carrey_Work
optimized_example_driven,What would you like for lunch?,6.074092626571655,2.116644139595403,46.727579365079386,Difficult (College),5.666666666666667,0.0,3,"['I have no specific preference for lunch.', 'Something simple is adequate.', 'Whatever is efficient.']","[['I have no specific preference for lunch.', 'Something simple is adequate.', 'Whatever is efficient.'], ['A sandwich is fine.', 'No strong preference. Something quick.', 'Whatever is convenient. Protein is good.'], ['Standard fare is fine. No specific requirements.', 'Whatever is practical and available. Efficiency matters.', 'No preference. A simple, quick option will suffice.']]",optimized,Leonardo Carrey_Work
optimized_minimal,What would you like for lunch?,4.1284849643707275,0.7958134538137629,66.51015151515152,Standard (8-9th grade),6.0,0.0,3,"['A sandwich, perhaps with turkey or chicken, and a piece of fruit.', 'A simple salad with greens, some protein, and a light dressing.', 'A bowl of soup, vegetable or lentil, with a plain bread roll.']","[['A sandwich, perhaps with turkey or chicken, and a piece of fruit.', 'A simple salad with greens, some protein, and a light dressing.', 'A bowl of soup, vegetable or lentil, with a plain bread roll.'], ['A light, quick option.', 'No specific preference.', 'A standard lunch choice.'], ['Standard sandwich.', 'Simple salad.', 'Leftovers from the fridge.']]",optimized,Leonardo Carrey_Work
original_basic,Are you comfortable with the current medication?,7.508011341094971,1.0627400993408178,51.80007936507939,Fairly Difficult (10-12th),3.111111111111111,0.0,3,"[""They're functioning. No major issues."", ""'Comfortable' is a strong word. They're manageable."", 'No change required.']","[[""They're functioning. No major issues."", ""'Comfortable' is a strong word. They're manageable."", 'No change required.'], ['It functions.', 'No new variables.', 'State is unchanged.'], ['Stable.', 'Effects consistent.', 'No concerns.']]",original,Leonardo Carrey_Work
original_organized,Are you comfortable with the current medication?,7.420098543167114,1.597846632487561,54.00444444444447,Fairly Difficult (10-12th),4.555555555555555,0.0,3,"['Symptoms are managed.', 'No issues to report.', 'Medication effects are stable.']","[['Symptoms are managed.', 'No issues to report.', 'Medication effects are stable.'], [""It's acceptable for now."", 'The current regimen is functioning as expected.', ""It's adequate. No immediate issues.""], [""Yes, it's adequate."", 'No issues to report with it.', 'The current state is stable.']]",original,Leonardo Carrey_Work
original_strict,Are you comfortable with the current medication?,7.547585328420003,0.8417721295916116,49.94370435120436,Difficult (College),8.444444444444445,0.0,3,"['The medication is functioning as prescribed.', 'No issues to report with the current dosage.', 'I am tolerating the regimen well.']","[['The medication is functioning as prescribed.', 'No issues to report with the current dosage.', 'I am tolerating the regimen well.'], [""It's doing its job, I suppose. No major issues to report."", ""My current state hasn't drastically worsened. That's a form of comfort, I guess."", 'The medication is stable. It is what it is for the time being.'], ['The medication is performing as expected.', 'No significant changes to report regarding its effects.', ""It's sufficient; no immediate concerns.""]]",original,Leonardo Carrey_Work
optimized_concise,Are you comfortable with the current medication?,7.006177028020223,1.4862200974225872,44.123391053391074,Difficult (College),8.777777777777779,0.0,3,"[""It's currently manageable. No major issues to report at this time."", 'The effects are consistent with expectations. Nothing unexpected to note.', ""I'm stable on the current regimen. Still monitoring for long-term effects, naturally.""]","[[""It's currently manageable. No major issues to report at this time."", 'The effects are consistent with expectations. Nothing unexpected to note.', ""I'm stable on the current regimen. Still monitoring for long-term effects, naturally.""], [""The medication's effects are consistent. No new observations."", ""I'm monitoring the current dosage. No immediate concerns."", 'It is as expected. No issues to report at this time.'], [""I'm continuing with the current medication."", 'No issues have arisen with it, currently.', ""I'm accustomed to this dosage now.""]]",optimized,Leonardo Carrey_Work
optimized_structured,Are you comfortable with the current medication?,6.78414511680603,0.5894538802533015,35.945604575163415,Difficult (College),15.88888888888889,66.66666666666666,3,"['The current medication is stable. No noticeable side effects interfering with my focus or work capacity at present.', ""I'm managing well with it. My performance remains unaffected by the current dosage or type."", ""It functions as expected. I haven't observed any discomfort or cognitive shifts impacting my tasks.""]","[['The current medication is stable. No noticeable side effects interfering with my focus or work capacity at present.', ""I'm managing well with it. My performance remains unaffected by the current dosage or type."", ""It functions as expected. I haven't observed any discomfort or cognitive shifts impacting my tasks.""], ['The current dosage is being administered as prescribed. I am monitoring for any notable effects or required adjustments.', 'I am continuing with the existing regimen. No significant changes or new concerns have arisen that warrant discussion.', ""I've noted the current state. There are no deviations from the expected results that require immediate attention.""], [""It's acceptable. The current state is maintained without noticeable issues impacting my work capacity."", ""No significant changes to report with the current regimen. It's consistently managing the situation."", ""The effects are stable. I'm observing, but nothing suggests an immediate need for adjustment.""]]",optimized,Leonardo Carrey_Work
optimized_example_driven,Are you comfortable with the current medication?,4.337330420811971,1.238753872400379,43.9527777777778,Difficult (College),4.888888888888889,0.0,3,"[""It's stable. No issues."", 'Manageable. No concerns affecting work.', ""The effects are consistent. I'm comfortable.""]","[[""It's stable. No issues."", 'Manageable. No concerns affecting work.', ""The effects are consistent. I'm comfortable.""], [""No issues to report. It's stable."", 'The current dosage is manageable.', ""It's functioning as expected.""], [""It's functioning as expected."", 'No notable issues at present.', 'The current regimen is stable.']]",optimized,Leonardo Carrey_Work
optimized_minimal,Are you comfortable with the current medication?,4.334090073903401,0.7236853165127605,23.649603174603197,Very Difficult (Graduate),8.11111111111111,0.0,3,"['No discernible change in work performance or focus.', 'Current dosage has no significant impact on daily tasks.', 'Medication appears stable; no new observations to report.']","[['No discernible change in work performance or focus.', 'Current dosage has no significant impact on daily tasks.', 'Medication appears stable; no new observations to report.'], ['Current medication functions. No notable impact on work tasks.', 'Stability remains consistent. No immediate adjustments needed.', 'Observed effects are standard. Continue monitoring as scheduled.'], ['The current medication regimen appears to be stable.', 'No significant changes or concerns have arisen recently.', 'Effects are as anticipated; daily functions remain consistent.']]",optimized,Leonardo Carrey_Work
